UAI,Nom,Type,Statut,Adresse,Code_Postal,Commune,Téléphone,Mail,REP ?,Circo 1er degre,latitude,longitude,Réseau
0130856K,École maternelle Capelette,École,Public,13 boulevard de la Barnière,13010,Marseille 10e  Arrondissement,04 91 79 67 26,ce.0130856K@ac-aix-marseille.fr,REP,Marseille Capelette,43.28153466614011,5.406700066134907,Marseille Huveaune
0130857L,École maternelle Calanques de Sormiou,École,Public,141 chemin de Sormiou,13009,Marseille  9e  Arrondissement,04 91 25 21 85,ce.0130857L@ac-aix-marseille.fr,,Marseille Corniche,43.22911468201355,5.401830275452697,Marseille Calanques
0130858M,École maternelle Chartreux ALBE HBM,École,Public,19 rue Vincent Faita,13004,Marseille  4e  Arrondissement,04 91 06 33 54,ce.0130858M@ac-aix-marseille.fr,,Marseille Longchamp,43.31310109276215,5.407730897898546,Marseille Vieux Port
0130859N,École maternelle Château Gombert,École,Public,38 boulevard Fernand Durbec,13013,Marseille 13e  Arrondissement,04 91 68 01 20,ce.0130859N@ac-aix-marseille.fr,,Allauch Plan-de-Cuques Château Gombert,43.35015428083309,5.438829729120938,Marseille Étoile
0130860P,École maternelle Chave,École,Public,193 boulevard Chave,13005,Marseille  5e  Arrondissement,04 91 47 49 93,ce.0130860P@ac-aix-marseille.fr,,Marseille Capelette,43.29593659023734,5.39850003828911,Marseille Collines
0130861R,École maternelle Botinelly,École,Public,21 boulevard Louis Botinelly,13004,Marseille  4e  Arrondissement,04 91 49 60 79,ce.0130861R@ac-aix-marseille.fr,,Marseille Saint Barnabé,43.30207637333943,5.404570561314131,Marseille Collines
0130862S,École maternelle Chutes Lavie,École,Public,63 allée des Platanes,13004,Marseille  4e  Arrondissement,04 91 50 41 80,ce.0130862S@ac-aix-marseille.fr,REP+,Marseille Longchamp,43.31580439317143,5.394940101404065,Marseille Vieux Port
0130863T,École maternelle Cité Michelis,École,Public,33 avenue du Pontet,13011,Marseille 11e  Arrondissement,04 91 44 74 85,ce.0130863T@ac-aix-marseille.fr,,Marseille Huveaune,43.28371747529928,5.448860266869467,Marseille Huveaune
0130864U,École primaire Clair Soleil A,École,Public,boulevard Charles Moretti,13014,Marseille 14e  Arrondissement,04 91 67 37 74,ce.0130864U@ac-aix-marseille.fr,REP+,Marseille  le Canet,43.32367720881929,5.386570368480385,Marseille Vieux Port
0130867X,École maternelle des Dames,École,Public,6 place du Terras,13002,Marseille  2e  Arrondissement,04 91 91 55 39,ce.0130867X@ac-aix-marseille.fr,REP+,Marseille  la Joliette,43.301597237583024,5.372003027842809,Marseille Vieux Port
0130868Y,École maternelle d'application Édouard Vaillant,École,Public,19 impasse Léo Ferré,13003,Marseille  3e  Arrondissement,04 91 02 57 33,ce.0130868Y@ac-aix-marseille.fr,REP+,Marseille  le Canet,43.31629785299242,5.378540328905464,Marseille Vieux Port
0130869Z,École maternelle Estaque Plage,École,Public,23 boulevard Bandini,13016,Marseille 16e  Arrondissement,04 91 46 01 27,ce.0130869Z@ac-aix-marseille.fr,REP,Marseille Estaque,43.36176291837936,5.316459774196612,Marseille Madrague
0130870A,École maternelle Estaque Riaux,École,Public,boulevard de la Falaise,13016,Marseille 16e  Arrondissement,04 91 46 00 67,ce.0130870A@ac-aix-marseille.fr,REP,Marseille Estaque,43.36266638175255,5.308549737049374,Marseille Madrague
0130871B,École maternelle Étienne Milan,École,Public,rue Etienne Milan,13008,Marseille  8e  Arrondissement,04 91 76 21 29,ce.0130871B@ac-aix-marseille.fr,,Marseille Corniche,43.26425199451609,5.387669682924421,Marseille Calanques
0130872C,École maternelle de l'Evêché,École,Public,41 rue de l'Evêché,13002,Marseille  2e  Arrondissement,04 91 90 46 48,ce.0130872C@ac-aix-marseille.fr,REP+,Marseille St Charles,43.30027599254724,5.36654662677915,Marseille Vieux Port
0130873D,École maternelle Arenc Bachas Extérieur,École,Public,57 traverse du Bachas,13015,Marseille 15e  Arrondissement,04 91 50 42 15,ce.0130873D@ac-aix-marseille.fr,REP+,Marseille  la Joliette,43.31722126682903,5.369152880213213,Marseille Madrague
0130875F,École maternelle la Feuilleraie,École,Public,87 boulevard de Roux,13004,Marseille  4e  Arrondissement,04 91 49 48 21,ce.0130875F@ac-aix-marseille.fr,,Marseille Saint Barnabé,43.307195026845214,5.408270482383061,Marseille Collines
0130876G,École maternelle Fraissinet,École,Public,"2,4 allée Fraissinet",13005,Marseille  5e  Arrondissement,04 91 48 12 06,ce.0130876G@ac-aix-marseille.fr,,Marseille Capelette,43.29199321931176,5.398971750231627,Marseille Collines
0130877H,École maternelle Delphes,École,Public,6 avenue de Delphes,13006,Marseille  6e  Arrondissement,04 91 78 46 14,ce.0130877H@ac-aix-marseille.fr,,Marseille Mazargues,43.284969895630354,5.388080299051424,Marseille Calanques
0130879K,École maternelle Grand Saint Giniez,École,Public,243 avenue de Mazargues,13008,Marseille  8e  Arrondissement,04 91 76 20 50,ce.0130879K@ac-aix-marseille.fr,,Marseille Corniche,43.25166854222336,5.3945964462370775,Marseille Calanques
0130880L,École maternelle Hôtel des Postes,École,Public,2 place de l'Hôtel des Postes,13001,Marseille  1er Arrondissement,04 91 90 74 32,ce.0130880L@ac-aix-marseille.fr,REP+,Marseille  la Joliette,43.29892418336481,5.3744683345965045,Marseille Vieux Port
0130881M,École maternelle Kléber,École,Public,27 rue Kléber,13003,Marseille  3e  Arrondissement,04 91 62 62 37,ce.0130881M@ac-aix-marseille.fr,REP+,Marseille  la Joliette,43.30801322240493,5.374910493960702,Marseille Vieux Port
0130882N,École maternelle Fiolle-Breteuil,École,Public,80 rue Docteur Jean Fiolle,13006,Marseille  6e  Arrondissement,04 91 37 58 29,ce.0130882N@ac-aix-marseille.fr,,Marseille Mazargues,43.284163499991024,5.378615631558845,Marseille Calanques
0130883P,École maternelle Jean Mermoz,École,Public,128 rue Jean Mermoz,13008,Marseille  8e  Arrondissement,04 91 77 52 61,ce.0130883P@ac-aix-marseille.fr,,Marseille Corniche,43.27307737895581,5.387039842431324,Marseille Calanques
0130884R,École maternelle le Corbusier,École,Public,280 boulevard Michelet,13008,Marseille  8e  Arrondissement,04 91 76 43 61,ce.0130884R@ac-aix-marseille.fr,,Marseille Corniche,43.26124009351105,5.397409736328711,Marseille Calanques
0130885S,École maternelle Longchamp,École,Public,2 impasse de Montbard,13004,Marseille  4e  Arrondissement,04 91 64 12 27,ce.0130885S@ac-aix-marseille.fr,,Marseille Longchamp,43.30363928052131,5.395589404392351,Marseille Vieux Port
0130887U,École maternelle Madrague Montredon,École,Public,32 boulevard de la Verrerie,13008,Marseille  8e  Arrondissement,04 91 73 34 03,ce.0130887U@ac-aix-marseille.fr,,Marseille Corniche,43.23295518254748,5.361710127128029,Marseille Calanques
0130890X,École maternelle Parmentier,École,Public,7 rue Parmentier,13001,Marseille  1er Arrondissement,04 91 91 14 23,ce.0130890X@ac-aix-marseille.fr,REP+,Marseille St Charles,43.300093732501416,5.3795205372117385,Marseille Vieux Port
0130891Y,École maternelle Mazargues,École,Public,9 rue François Blanc,13009,Marseille  9e  Arrondissement,04 91 40 35 70,ce.0130891Y@ac-aix-marseille.fr,,Marseille Mazargues,43.24997196315339,5.40112996712086,Marseille Calanques
0130892Z,École maternelle Menpenti,École,Public,159 avenue de Toulon,13010,Marseille 10e  Arrondissement,04 91 80 44 66,ce.0130892Z@ac-aix-marseille.fr,,Marseille Capelette,43.28425274039701,5.39588047028372,Marseille Vieux Port
0130893A,École maternelle Merlan,École,Public,66 chemin du Merlan,13014,Marseille 14e  Arrondissement,04 91 98 20 44,ce.0130893A@ac-aix-marseille.fr,,Marseille le Merlan,43.33776922854968,5.407529932530273,Marseille Étoile
0130895C,École maternelle Montredon,École,Public,8 place Engalière,13008,Marseille  8e  Arrondissement,04 91 73 07 97,ce.0130895C@ac-aix-marseille.fr,,Marseille Corniche,43.23820591490857,5.365629973787215,Marseille Calanques
0130896D,École maternelle Moulins,École,Public,1 rue des Muettes,13002,Marseille  2e  Arrondissement,04 91 91 20 25,ce.0130896D@ac-aix-marseille.fr,REP+,Marseille St Charles,43.29820027280158,5.367920319546713,Marseille Vieux Port
0130898F,École maternelle Lapin Blanc des Neiges,École,Public,21 boulevard des Neiges,13008,Marseille  8e  Arrondissement,04 91 73 32 79,ce.0130898F@ac-aix-marseille.fr,,Marseille Corniche,43.248212972227584,5.38054391010568,Marseille Calanques
0130899G,École maternelle Neuve-Sainte-Catherine,École,Public,17 rue Neuve Sainte Catherine,13007,Marseille  7e  Arrondissement,04 91 54 08 30,ce.0130899G@ac-aix-marseille.fr,,Marseille St Charles,43.29219091593466,5.369780339464391,Marseille Vieux Port
0130900H,École maternelle Notre-Dame Limite Château Burzio,École,Public,chemin de Mimet,13015,Marseille 15e  Arrondissement,04 91 51 30 75,ce.0130900H@ac-aix-marseille.fr,,Marseille Estaque,43.38323786281509,5.358757077102268,Marseille Madrague
0130901J,École maternelle Oddo,École,Public,18 rue de la Butineuse,13015,Marseille 15e  Arrondissement,04 91 58 00 24,ce.0130901J@ac-aix-marseille.fr,REP+,Marseille Madrague,43.32935993931228,5.36027989975109,Marseille Madrague
0130902K,École maternelle les Olives,École,Public,rue Lafferage,13013,Marseille 13e  Arrondissement,04 91 66 36 25,ce.0130902K@ac-aix-marseille.fr,,Marseille la Rose,43.32564934184246,5.454859542260927,Marseille Étoile
0130904M,École maternelle Parc Dromel,École,Public,1 boulevard Dromel,13009,Marseille  9e  Arrondissement,04 91 75 28 28,ce.0130904M@ac-aix-marseille.fr,,Marseille Capelette,43.270279698735,5.406779764971647,Marseille Huveaune
0130905N,École maternelle Parc Sévigné,École,Public,2 rue Aviateur Lebrix,13009,Marseille  9e  Arrondissement,04 91 71 01 52,ce.0130905N@ac-aix-marseille.fr,,Marseille Mazargues,43.264688969188846,5.403796632361743,Marseille Calanques
0130907R,École maternelle Paul Codaccioni,École,Public,18 rue Paul Codaccioni,13007,Marseille  7e  Arrondissement,04 91 52 54 61,ce.0130907R@ac-aix-marseille.fr,,Marseille St Charles,43.28792901456045,5.360390196403659,Marseille Vieux Port
0130908S,École maternelle la Pauline,École,Public,343 boulevard Romain Rolland,13009,Marseille  9e  Arrondissement,04 91 75 53 31,ce.0130908S@ac-aix-marseille.fr,,Marseille Capelette,43.27135906480959,5.409026935832991,Marseille Huveaune
0130909T,École maternelle Petit Bosquet,École,Public,17 boulevard Tristan Corbière,13012,Marseille 12e  Arrondissement,04 91 66 12 32,ce.0130909T@ac-aix-marseille.fr,,Marseille Longchamp,43.3150292844245,5.415539550620445,Marseille Vieux Port
0130911V,École maternelle la Pointe Rouge,École,Public,6 boulevard de Nice,13008,Marseille  8e  Arrondissement,04 91 73 47 19,ce.0130911V@ac-aix-marseille.fr,,Marseille Corniche,43.24289366556168,5.37239686862989,Marseille Calanques
0130912W,École maternelle Pomme Heckel,École,Public,24 avenue du Docteur Heckel,13011,Marseille 11e  Arrondissement,04 91 44 72 98,ce.0130912W@ac-aix-marseille.fr,REP,Marseille Huveaune,43.28867623368826,5.44147060809233,Marseille Huveaune
0130913X,École maternelle Grande Bastide Cazaulx,École,Public,allée de la Grande Bastide Cazaulx,13012,Marseille 12e  Arrondissement,04 91 93 00 48,ce.0130913X@ac-aix-marseille.fr,,Marseille Saint Barnabé,43.29839779714055,5.436931257236875,Marseille Collines
0130914Y,École primaire Pommier,École,Public,6 rue Pommier,13003,Marseille  3e  Arrondissement,04 91 64 03 58,ce.0130914Y@ac-aix-marseille.fr,REP+,Marseille Belle de Mai,43.30917592724619,5.381050208293111,Marseille Vieux Port
0130915Z,École maternelle Pont de Vivaux Saccoman,École,Public,206 boulevard Romain Rolland,13010,Marseille 10e  Arrondissement,04 91 79 78 31,ce.0130915Z@ac-aix-marseille.fr,REP,Marseille Huveaune,43.27509209695007,5.4158796084237055,Marseille Huveaune
0130916A,École maternelle Rose Saint Théodore,École,Public,43 allée des Bergeronnettes,13013,Marseille 13e  Arrondissement,04 91 66 35 61,ce.0130916A@ac-aix-marseille.fr,REP,Marseille la Rose,43.33082505437021,5.435449690328715,Marseille Étoile
0130917B,École maternelle Figone Rosière,École,Public,avenue de la Figone,13012,Marseille 12e  Arrondissement,04 91 93 00 40,ce.0130917B@ac-aix-marseille.fr,,Marseille Saint Barnabé,43.30550914543881,5.438067413273735,Marseille Collines
0130918C,École primaire Roucas Blanc,École,Public,44 chemin du Roucas Blanc,13007,Marseille  7e  Arrondissement,04 91 52 69 26,ce.0130918C@ac-aix-marseille.fr,,Marseille St Charles,43.28667065597172,5.366489688950903,Marseille Vieux Port
0130919D,École maternelle le Rouet,École,Public,38 rue Roger Renzo,13008,Marseille  8e  Arrondissement,04 91 79 27 46,ce.0130919D@ac-aix-marseille.fr,,Marseille Mazargues,43.27789905487924,5.394090392791695,Marseille Calanques
0130920E,École maternelle la Rouguière,École,Public,allée de la Rouguière,13011,Marseille 11e  Arrondissement,04 91 89 46 31,ce.0130920E@ac-aix-marseille.fr,,Marseille Saint Barnabé,43.29513770533744,5.457967884031721,Marseille Collines
0130923H,École maternelle Peyssonnel,École,Public,16 rue Peyssonnel,13003,Marseille  3e  Arrondissement,04 91 50 77 12,ce.0130923H@ac-aix-marseille.fr,REP+,Marseille  la Joliette,43.3073218111925,5.373199824003491,Marseille Vieux Port
0130924J,École maternelle Saint-André Boisseau,École,Public,2 rue Boisseau,13016,Marseille 16e  Arrondissement,04 91 46 02 57,ce.0130924J@ac-aix-marseille.fr,REP+,Marseille Estaque,43.35590584975956,5.343990292136866,Marseille Madrague
0130925K,École maternelle Saint-Antoine Centre,École,Public,19 avenue de Roquefavour,13015,Marseille 15e  Arrondissement,04 91 51 28 02,ce.0130925K@ac-aix-marseille.fr,,Marseille Estaque,43.36951038647579,5.358650049707903,Marseille Madrague
0130926L,École maternelle Saint-Antoine Palanque,École,Public,chemin de la Martine,13015,Marseille 15e  Arrondissement,04 91 65 68 28,ce.0130926L@ac-aix-marseille.fr,REP+,Marseille Aygalades,43.3737528325241,5.364475794545174,Marseille Madrague
0130927M,École maternelle Saint-Barnabé,École,Public,4 rue Fontainieu,13012,Marseille 12e  Arrondissement,04 91 49 69 88,ce.0130927M@ac-aix-marseille.fr,,Marseille Saint Barnabé,43.304951238807575,5.414689653421176,Marseille Collines
0130928N,École maternelle Saint-Barthélémy SNCF,École,Public,Cité Sncf chemin de Sainte Marthe,13014,Marseille 14e  Arrondissement,04 91 98 22 03,ce.0130928N@ac-aix-marseille.fr,REP+,Marseille le Merlan,43.32374000878976,5.390653300065788,Marseille Vieux Port
0130929P,École maternelle Saint-Charles,École,Public,49 rue Lucien Rolmer,13003,Marseille  3e  Arrondissement,04 91 62 48 87,ce.0130929P@ac-aix-marseille.fr,REP+,Marseille St Charles,43.30613799351057,5.375837603375882,Marseille Vieux Port
0130930R,École maternelle Saint-Gabriel,École,Public,80 chemin de Gibbes,13014,Marseille 14e  Arrondissement,04 91 02 58 10,ce.0130930R@ac-aix-marseille.fr,,Marseille  le Canet,43.32213565734822,5.380971747235877,Marseille Vieux Port
0130931S,École maternelle Saint-Henri Raphel 1,École,Public,place Raphel,13016,Marseille 16e  Arrondissement,04 91 46 08 24,ce.0130931S@ac-aix-marseille.fr,REP,Marseille Estaque,43.36104099979328,5.331340010023636,Marseille Madrague
0130932T,École maternelle Simiane,École,Public,chemin de Saint-Joseph À Sainte-Marthe,13014,Marseille 14e  Arrondissement,04 91 98 56 27,ce.0130932T@ac-aix-marseille.fr,REP+,Marseille Aygalades,43.34091051581496,5.386606018936021,Marseille Vieux Port
0130933U,École maternelle Saint-Joseph Servières,École,Public,rue du Capricorne,13015,Marseille 15e  Arrondissement,04 91 60 61 67,ce.0130933U@ac-aix-marseille.fr,REP+,Marseille Aygalades,43.34437165038244,5.374146443380194,Marseille Vieux Port
0130934V,École maternelle Saint-Julien,École,Public,11 boulevard Bonniot,13012,Marseille 12e  Arrondissement,04 91 93 17 95,ce.0130934V@ac-aix-marseille.fr,,Marseille Saint Barnabé,43.31488530416518,5.450767486176654,Marseille Collines
0130935W,École maternelle Saint-Just Centre,École,Public,12 rue Saint Georges,13013,Marseille 13e  Arrondissement,04 91 66 38 67,ce.0130935W@ac-aix-marseille.fr,REP+,Marseille Longchamp,43.31901113365712,5.405760277757939,Marseille Vieux Port
0130937Y,École maternelle Saint-Louis Gare,École,Public,16 rue le Châtelier,13015,Marseille 15e  Arrondissement,04 13 94 80 31,ce.0130937Y@ac-aix-marseille.fr,REP+,Marseille Madrague,43.348059362319006,5.359320740281051,Marseille Madrague
0130938Z,École maternelle Saint-Louis Lévêque,École,Public,Campagne Lévêque,13015,Marseille 15e  Arrondissement,04 91 60 71 63,ce.0130938Z@ac-aix-marseille.fr,REP+,Marseille Madrague,43.342665960508405,5.358316847463493,Marseille Madrague
0130939A,École maternelle Saint-Loup Castel Joli,École,Public,23 rue Pierre Doize,13010,Marseille 10e  Arrondissement,04 91 44 73 01,ce.0130939A@ac-aix-marseille.fr,,Marseille Huveaune,43.28106288487753,5.429629380835396,Marseille Huveaune
0130941C,École maternelle Saint-Marcel,École,Public,14 rue Courencq,13011,Marseille 11e  Arrondissement,04 91 44 99 50,ce.0130941C@ac-aix-marseille.fr,REP,Marseille Huveaune,43.28617847445752,5.463569638816727,Marseille Huveaune
0130942D,École maternelle Saint-Pierre,École,Public,45 rue Pascal Ruinat,13005,Marseille  5e  Arrondissement,04 91 47 92 37,ce.0130942D@ac-aix-marseille.fr,,Marseille Capelette,43.29340602593689,5.408729521724013,Marseille Collines
0130944F,École maternelle Saint-Vincent-de-Paul,École,Public,39 rue Chape,13004,Marseille  4e  Arrondissement,04 91 42 86 11,ce.0130944F@ac-aix-marseille.fr,,Marseille Longchamp,43.30023873339017,5.391666398877507,Marseille Vieux Port
0130945G,École maternelle Sainte-Anne,École,Public,492 avenue de Mazargues,13008,Marseille  8e  Arrondissement,04 91 76 19 36,ce.0130945G@ac-aix-marseille.fr,,Marseille Corniche,43.25558362708555,5.39397338158344,Marseille Calanques
0130946H,École maternelle Sainte-Marguerite,École,Public,10 boulevard Pages,13009,Marseille  9e  Arrondissement,04 91 75 11 78,ce.0130946H@ac-aix-marseille.fr,,Marseille Capelette,43.26764064950445,5.405866693390709,Marseille Huveaune
